"Commission no.","Type (brief)","Type","Baumuster","Vehicle location","Order status financial","Order status logistical","Gross equipment price (repricing)","Additional equipment (enumeration)","Offer code  (enumeration)","Standard-/Special equipment (enumeration)","FIN","Subcategory (ID)","Vehicle alterable until","Requested delivery date",
"1684700013","2853 LSDNA","2853 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E3E E3L E3W E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-03 00:00:00","2026-04-01",
"1684700014","2853 LSDNA","2853 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E3E E3L E3W E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-03 00:00:00","2026-04-01",
"1684700015","2853 LSDNA","2853 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E3E E3L E3W E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-03-03 00:00:00","2026-04-01",
"1684700016","2853 LSDNA","2853 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E3E E3L E3W E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-03-06 00:00:00","2026-04-01",
"1684700017","2853 LSDNA","2853 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E3E E3L E3W E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-03-06 00:00:00","2026-04-01",
"1684700018","2853 LSDNA","2853 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSJ CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E3E E3L E3W E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-03-02 00:00:00","2026-04-01",
"1684700021","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-05-22 00:00:00","2026-07-01",
"1684700022","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-05-22 00:00:00","2026-07-01",
"1684700023","2653 LSDNA","2653 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2I A4K A5C B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6G C6I C7F C7I C7J C8B C8H C8I CLW CSK CZE D0A D0S D1D D1Q D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4Q D4S D4Z D5F D5K D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7N D7V D8M D9A E0D E0Q E1T E1Z E2J E3E E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2V F3C F3Q F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6E F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0A G0K G0T G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2J J3Z J4X J5P J6E J7A J7G J7Q J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3E M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYP OYR Q0W Q4K Q4X Q5Q Q5Y Q6D Q6W R2Y S1D S1H S1I S1L S2E S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y4A Y4I Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-05-22 00:00:00","2026-07-01",
"1684700024","2851 LSDNA","2851 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-03-06 00:00:00","2026-04-01",
"1684700025","2851 LSDNA","2851 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N1G N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5M Z5Q Z5U Z5X Z5Y","","24A","2026-02-27 00:00:00","2026-04-01",
"1684700026","2851 LSDNA","2851 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-02-27 00:00:00","2026-04-01",
"1684700027","2851 LSDNA","2851 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-02-27 00:00:00","2026-04-01",
"1684700028","2851 LSDNA","2851 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & not alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSJ CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6D Q6W R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-02-27 00:00:00","2026-04-01",
"1684700038","3363 S","3363 S    6x4   FG16","96441612","","Ordered / in production","Factory order & not alterable","","JD2J JDAP JKSD JM8Y JY3L","","A1D A1Y A2G A6J B1B B1F B1H B2A B2X B4M B5I C0A C1P C5B C5D C6C C6I C6Q C6Y C7I C7K C8C C8H C8I D0A D0S D1D D1Q D2M D2N D2W D2Y D3B D3K D3L D4J D4Q D4S D4Z D5F D5O D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0F E1C E1M E3L E3W E5A E5B E5K E6A E6E E6Z E8D E8E F0F F0T F1I F1R F2A F2H F2P F2W F3C F3Y F4H F4X F4Y F4Z F5L F5Y F6E F6I F6R F6T F6V F7B F7C F7T F7Y F8B F8E F8F F8V F8W G0C G0R G0W G2D G3Y G5G G5L H2J I4I I5H I6D I6I I6K I6M I6W J1Z J2K J4X J5P J6E J7A J7G J8U K0T K1K K3V K5M K5Q K5S K5Y K7D L0A L1C L1D L1G L1M L1P L1W L2H L3K M0A M0C M0Q M0U M3V M4X M5T M5V M6L M8B M9V N6Z O0A O1S O1Z O3C O3J O3K O5J OWY OYL OYN OYP OYR Q0W Q1N Q3A Q4L Q4X Q6P Q6W Q6Y Q9P R1Q S1D S1H S1I S1L S2H S2L S2N S3A S5A S5Z S8C S8D U1W U2G U2T U3D U3F U3H U3L U3S U4X V0R V0U V0V V0X V0Y V1I V1Z V3L V8B V8X V9F W5X X2I X3W X4B Y1X Y4R Y6A Z3Z Z4O Z4R Z5F Z5P Z5X Z5Y Z8P Z8R Z8U Z9A","","24A","2026-02-12 00:00:00","2026-04-01",
"1684700040","2651 LSDNA","2651 LSDNA6x2   F 13","96342512","","Ordered / in production","Factory order & alterable","","","","A0B A1A A1D A1Z A2E A3D A4K A5B B1B B1F B1H B2A B2X B4L B5I C0A C1J C5B C5D C6C C6I C7F C7I C7J C8B C8H C8I CSK CZE D0A D0S D1D D1P D2J D2M D2N D2W D2Y D3B D3K D3L D4E D4J D4S D4Z D5E D5K D5R D5Z D6C D6G D6I D6M D6V D7F D7G D7I D7J D7K D7V D8M D9A E0D E0Q E1T E1Z E3L E3W E4C E4W E5A E5B E5K E6A E6E E6Z E7F E8D E8E F0F F0T F1R F2A F2H F2P F2W F3C F3P F3Y F4H F4T F4V F4X F4Y F4Z F5B F5K F5L F6D F6I F6R F6T F6V F7A F7C F7T F7X F8B F8E F8F F8V F8W FAV FZY G0K G2E G5A G5G G5L H2J I4D I5F I6D I6I I6K I6N I6X J1Z J2K J3Z J4X J5P J6E J7A J7G J8U K0T K0W K1I K3V K5M K5Q K5S K5Y K6G K7N L0A L1C L1G L1M L1P L1W L2G L2H L3K L6A M0A M0C M0Q M0U M3D M4X M4Y M5D M5V M6R M7I M7T M8B M8Y N6Z O0A O1S O1Z O2N O3C O3J O3K O3R O5J O5Q O8K OWY OYL OYR Q0W Q3Z Q4K Q4X Q5Q Q5Y Q6W Q9P R2J S1D S1H S1I S1L S2H S2L S2N S2Q S3A S5A S5Z S8C S8D U1W U2G U2S U2V U3D U3F U3H U3S V0S V1A V1W V2B V8B V8X V9F W4E X2A X2I X3W X4B Y1X Y3L Y6A Z3Z Z4O Z4R Z5E Z5Q Z5X Z5Y","","24A","2026-07-02 00:00:00","2026-08-01",
